timestamp,voltage,current,power,solar_generated,energy_consumed,battery_pct,electricity_price,solar_used,grid_energy,excess_energy,money_saved,co2_reduction,source
2026-09-04 10:00:00,12.4,1.8,22.32,22.5,14.0,85.0,8.0,14.0,0.0,8.5,112.00,11.48,demo_mode
2026-09-05 11:30:00,12.1,1.5,18.15,18.0,16.5,65.0,8.0,16.5,0.0,1.5,132.00,13.53,demo_mode
2026-09-06 14:00:00,11.8,1.25,14.75,15.0,19.0,40.0,8.5,15.0,4.0,0.0,127.50,12.30,demo_mode
2026-09-07 12:15:00,12.8,1.9,24.32,24.0,12.0,95.0,8.5,12.0,0.0,12.0,102.00,9.84,demo_mode
2026-09-08 09:45:00,10.5,1.1,11.55,11.5,18.5,25.0,9.0,11.5,7.0,0.0,103.50,9.43,demo_mode
2026-09-09 13:00:00,12.5,1.6,20.00,20.0,15.0,75.0,8.0,15.0,0.0,5.0,120.00,12.30,demo_mode
2026-09-10 12:00:00,12.6,1.82,22.93,23.0,13.5,90.0,8.0,13.5,0.0,9.5,108.00,11.07,esp32_hardware
2026-09-10 12:25:58,12.0,2.0,24.0,24.0,10.0,85.0,8.0,10.0,0.0,14.0,80.0,8.2,esp32_hardware
2026-09-10 12:25:58,14.0,2.5,35.0,35.0,10.0,20.0,8.0,10.0,0.0,25.0,80.0,8.2,test
2026-09-10 12:26:19,12.0,2.0,24.0,24.0,10.0,85.0,8.0,10.0,0.0,14.0,80.0,8.2,esp32_hardware
2026-09-10 12:26:19,14.0,2.5,35.0,35.0,10.0,20.0,8.0,10.0,0.0,25.0,80.0,8.2,test
2026-09-10 12:36:48,12.4,1.2,14.88,14.88,8.5,78.0,8.0,8.5,0.0,6.38,68.0,6.97,demo_mode
2026-09-10 12:36:52,11.8,0.89,10.41,10.41,6.7,70.0,8.0,6.7,0.0,3.71,53.6,5.49,demo_mode
2026-09-10 12:36:56,12.0,1.01,12.2,12.2,8.3,78.0,8.0,8.3,0.0,3.9,66.4,6.81,demo_mode
2026-09-10 12:37:00,12.9,1.06,13.67,13.67,6.8,65.0,8.0,6.8,0.0,6.87,54.4,5.58,demo_mode
2026-09-10 14:05:32,12.0,2.0,24.0,24.0,10.0,85.0,8.0,10.0,0.0,14.0,80.0,8.2,esp32_hardware
2026-09-10 14:05:32,14.0,2.5,35.0,35.0,10.0,20.0,8.0,10.0,0.0,25.0,80.0,8.2,test
2026-09-10 14:08:41,22.0,2.5,55.0,55.0,18.0,92.0,8.0,18.0,0.0,37.0,144.0,14.76,100.0,3/3,simulation
2026-09-10 14:08:41,8.0,0.4,3.2,3.2,6.0,52.0,8.0,3.2,2.8,0.0,25.6,2.62,53.3,2/3,simulation
2026-09-10 14:08:41,5.0,0.1,0.5,0.5,2.5,18.0,8.0,0.5,2.0,0.0,4.0,0.41,20.0,1/3,simulation
2026-09-10 14:08:41,13.5,1.2,16.2,16.2,10.5,75.0,8.0,10.5,0.0,5.7,84.0,8.61,100.0,2/3,simulation
2026-09-10 14:08:41,6.0,0.5,3.0,3.0,10.0,18.0,8.0,3.0,7.0,0.0,24.0,2.46,30.0,1/3,unit_test
2026-09-10 14:09:07,22.0,2.5,55.0,55.0,18.0,92.0,8.0,18.0,0.0,37.0,144.0,14.76,100.0,3/3,simulation
2026-09-10 14:09:07,8.0,0.4,3.2,3.2,6.0,52.0,8.0,3.2,2.8,0.0,25.6,2.62,53.3,2/3,simulation
2026-09-10 14:09:07,5.0,0.1,0.5,0.5,2.5,18.0,8.0,0.5,2.0,0.0,4.0,0.41,20.0,1/3,simulation
2026-09-10 14:09:07,13.5,1.2,16.2,16.2,10.5,75.0,8.0,10.5,0.0,5.7,84.0,8.61,100.0,2/3,simulation
2026-09-10 14:09:07,6.0,0.5,3.0,3.0,10.0,18.0,8.0,3.0,7.0,0.0,24.0,2.46,30.0,1/3,unit_test
2026-09-10 14:09:09,22.0,2.5,55.0,55.0,18.0,92.0,8.0,18.0,0.0,37.0,144.0,14.76,100.0,3/3,simulation
2026-09-10 14:09:09,8.0,0.4,3.2,3.2,6.0,52.0,8.0,3.2,2.8,0.0,25.6,2.62,53.3,2/3,simulation
2026-09-10 14:09:09,5.0,0.1,0.5,0.5,2.5,18.0,8.0,0.5,2.0,0.0,4.0,0.41,20.0,1/3,simulation
2026-09-10 14:09:09,13.5,1.2,16.2,16.2,10.5,75.0,8.0,10.5,0.0,5.7,84.0,8.61,100.0,2/3,simulation
2026-09-10 14:09:09,6.0,0.5,3.0,3.0,10.0,18.0,8.0,3.0,7.0,0.0,24.0,2.46,30.0,1/3,unit_test
2026-09-10 14:22:20,22.0,2.5,55.0,55.0,18.0,92.0,8.0,18.0,0.0,37.0,144.0,14.76,100.0,3/3,simulation
